Date,Price,Open,High,Low,Vol.,Change %
5-Jun-18,65.52,64.94,65.57,64.22,714.67K,1.19%
6-Jun-18,64.73,65.51,65.96,64.27,708.83K,-1.21%
7-Jun-18,65.95,65.07,66.07,64.81,675.04K,1.88%
8-Jun-18,65.74,65.98,66.24,65.15,571.22K,-0.32%
11-Jun-18,66.1,65.56,66.35,64.85,558.28K,0.55%
12-Jun-18,66.36,66.05,66.7,65.87,524.41K,0.39%
13-Jun-18,66.64,66.01,66.89,65.52,626.40K,0.42%
14-Jun-18,66.89,66.62,67.16,66.36,460.17K,0.38%
15-Jun-18,65.06,67,67.09,64.29,512.59K,-2.74%
18-Jun-18,65.85,64.4,65.98,63.59,218.93K,1.21%
19-Jun-18,65.07,65.82,65.9,64.39,122.65K,-1.18%
20-Jun-18,66.22,65.11,66.53,65.01,30.65K,1.77%
21-Jun-18,65.54,65.34,66.22,64.34,760.72K,-1.03%
22-Jun-18,68.58,65.93,69.38,65.71,1.14M,4.64%
25-Jun-18,68.08,68.75,69.44,67.78,816.21K,-0.73%
26-Jun-18,70.53,68.21,70.91,67.72,848.54K,3.60%
27-Jun-18,72.76,70.68,73.06,70.56,775.16K,3.16%
28-Jun-18,73.45,72.27,74.03,72.2,717.35K,0.95%
29-Jun-18,74.15,73.33,74.46,72.93,602.40K,0.95%
2-Jul-18,73.94,73.62,74.35,72.51,652.17K,-0.28%
3-Jul-18,74.14,74.08,75.27,72.73,667.24K,0.27%
4-Jul-18,74.13,74.62,74.76,73.52,-,-0.01%
5-Jul-18,72.94,74.23,74.9,72.53,841.63K,-1.61%
6-Jul-18,73.8,73.16,74.01,72.14,611.42K,1.18%
9-Jul-18,73.85,73.87,74.28,72.99,533.00K,0.07%
10-Jul-18,74.11,74.04,74.7,73.65,586.83K,0.35%
11-Jul-18,70.38,74.2,74.26,70.02,861.73K,-5.03%
12-Jul-18,70.33,70.6,71.24,69.23,707.89K,-0.07%
13-Jul-18,71.01,70.38,71.66,69.84,530.28K,0.97%
16-Jul-18,68.06,70.52,70.87,67.58,530.48K,-4.15%
17-Jul-18,68.08,68.03,68.44,67.03,440.73K,0.03%
18-Jul-18,68.76,67.61,69.06,67.04,187.31K,1.00%
19-Jul-18,69.46,69,70.17,67.8,103.22K,1.02%
20-Jul-18,70.46,69.39,71.1,69.37,25.56K,1.44%
23-Jul-18,67.89,68.17,69.31,67.6,555.92K,-3.65%
24-Jul-18,68.52,67.8,69.05,67.56,524.59K,0.93%
25-Jul-18,69.3,68.77,69.7,68.2,622.91K,1.14%
26-Jul-18,69.61,69.38,69.92,68.92,489.06K,0.45%
27-Jul-18,68.69,69.58,69.77,68.26,460.45K,-1.32%
30-Jul-18,70.13,69.01,70.43,68.8,463.01K,2.10%
31-Jul-18,68.76,70.05,70.22,67.98,519.07K,-1.95%
1-Aug-18,67.66,68.43,68.52,67.31,576.56K,-1.60%
2-Aug-18,68.96,67.86,69.36,66.92,531.07K,1.92%
3-Aug-18,68.49,68.99,69.24,67.87,476.62K,-0.68%
6-Aug-18,69.01,68.65,69.92,68.5,495.61K,0.76%
7-Aug-18,69.17,68.9,69.83,68.81,485.03K,0.23%
8-Aug-18,66.94,69.09,69.37,66.32,760.31K,-3.22%
9-Aug-18,66.81,66.79,67.41,66.49,509.40K,-0.19%
10-Aug-18,67.63,66.74,67.87,66.14,524.49K,1.23%
13-Aug-18,67.2,67.78,67.95,65.71,578.22K,-0.64%
14-Aug-18,67.04,67.42,68.37,66.58,538.48K,-0.24%
15-Aug-18,65.01,66.62,66.9,64.51,573.47K,-3.03%
16-Aug-18,65.46,64.95,65.52,64.43,383.38K,0.69%
17-Aug-18,65.91,65.47,66.39,65.3,171.40K,0.69%
20-Aug-18,66.43,65.91,66.68,65.59,112.71K,0.79%
21-Aug-18,67.35,66.62,68.1,66.52,27.15K,1.38%
22-Aug-18,67.86,66.08,68.15,65.98,581.90K,0.76%
23-Aug-18,67.83,68.07,68.12,67.32,450.69K,-0.04%
24-Aug-18,68.72,67.9,69.31,67.78,517.80K,1.31%
27-Aug-18,68.87,68.57,68.97,68.34,332.61K,0.22%
28-Aug-18,68.53,68.93,69.2,68.21,426.83K,-0.49%
29-Aug-18,69.51,68.54,69.76,68.37,497.10K,1.43%
30-Aug-18,70.25,69.71,70.5,69.55,445.58K,1.06%
31-Aug-18,69.8,70.06,70.36,69.64,419.74K,-0.64%
2-Sep-18,69.92,69.91,69.99,69.88,-,0.17%
3-Sep-18,70.12,69.91,70.2,69.54,-,0.29%
4-Sep-18,69.87,69.89,71.4,69.08,785.98K,-0.36%
5-Sep-18,68.72,69.43,69.59,68.56,542.10K,-1.65%
6-Sep-18,67.77,68.64,69.02,67,633.82K,-1.38%
7-Sep-18,67.75,67.88,68.08,66.86,530.90K,-0.03%
10-Sep-18,67.54,67.82,68.52,67.33,571.17K,-0.31%
11-Sep-18,69.25,67.53,70.01,67.48,676.87K,2.53%
12-Sep-18,70.37,69.89,71.26,69.5,800.54K,1.62%
13-Sep-18,68.59,70.24,70.28,68.35,684.94K,-2.53%
14-Sep-18,68.99,68.79,69.91,67.94,611.08K,0.58%
17-Sep-18,68.91,68.93,69.72,68.53,422.29K,-0.12%
18-Sep-18,69.85,68.8,70.42,68.53,234.20K,1.36%
19-Sep-18,71.12,69.71,71.5,69.65,125.21K,1.82%
20-Sep-18,70.8,71.39,71.81,70.73,28.40K,-0.45%
21-Sep-18,70.78,70.2,71.8,69.98,855.94K,-0.03%
24-Sep-18,72.08,71.14,72.74,71.14,576.89K,1.84%
25-Sep-18,72.28,72.25,72.78,71.89,551.28K,0.28%
26-Sep-18,71.57,72.09,72.38,71.47,464.46K,-0.98%
27-Sep-18,72.12,72.01,72.6,71.71,454.55K,0.77%
28-Sep-18,73.25,72.18,73.73,71.88,544.05K,1.57%
1-Oct-18,75.3,73.29,75.77,72.95,601.45K,2.80%
2-Oct-18,75.23,75.42,75.91,74.93,463.62K,-0.09%
3-Oct-18,76.41,75.12,76.9,74.3,698.82K,1.57%
4-Oct-18,74.33,76.18,76.47,73.88,687.95K,-2.72%
5-Oct-18,74.34,74.67,75.22,73.83,613.22K,0.01%
8-Oct-18,74.29,74.4,74.58,73.07,554.94K,-0.07%
9-Oct-18,74.96,74.21,75.28,74,623.54K,0.90%
10-Oct-18,73.17,74.66,75.08,72.38,652.74K,-2.39%
11-Oct-18,70.97,72.68,72.76,70.51,783.96K,-3.01%
12-Oct-18,71.34,70.99,72.01,70.64,626.67K,0.52%
15-Oct-18,71.78,71.85,72.7,70.85,568.61K,0.62%
16-Oct-18,71.92,71.72,72.29,71.02,535.00K,0.20%
17-Oct-18,69.75,72.17,72.43,69.43,651.58K,-3.02%
18-Oct-18,68.65,70.03,70.03,68.47,215.34K,-1.58%
19-Oct-18,69.12,68.68,69.77,68.56,108.31K,0.68%
22-Oct-18,69.17,69.41,69.65,68.27,27.42K,0.07%
23-Oct-18,66.43,69.55,69.66,65.74,853.27K,-3.96%
24-Oct-18,66.82,66.17,67.72,66.05,775.96K,0.59%
25-Oct-18,67.33,66.36,67.65,65.99,573.10K,0.76%
26-Oct-18,67.59,66.95,67.88,66.2,595.21K,0.39%
29-Oct-18,67.04,67.55,67.95,66.29,477.49K,-0.81%
30-Oct-18,66.18,66.68,67.26,65.33,680.44K,-1.28%
31-Oct-18,65.31,66.32,67,64.81,666.49K,-1.31%
1-Nov-18,63.69,64.88,65.39,63.11,790.29K,-2.48%
2-Nov-18,63.14,63.5,63.95,62.63,708.91K,-0.86%
5-Nov-18,63.1,62.99,64.14,62.52,609.13K,-0.06%
6-Nov-18,62.21,62.7,63.32,61.31,761.24K,-1.41%
7-Nov-18,61.67,61.74,63.18,61.2,866.63K,-0.87%
8-Nov-18,60.67,61.64,62.42,60.4,764.55K,-1.62%
9-Nov-18,60.19,60.75,60.79,59.26,821.73K,-0.79%
12-Nov-18,59.93,60.7,61.28,58.68,806.22K,-0.43%
13-Nov-18,55.69,58.88,59.35,54.75,1.10M,-7.07%
14-Nov-18,56.25,55.27,57.37,55.13,844.70K,1.01%
15-Nov-18,56.46,56.02,57.26,55.59,256.50K,0.37%
16-Nov-18,56.46,56.58,57.96,55.89,159.00K,0.00%
19-Nov-18,56.76,56.72,57.33,55.08,33.58K,0.53%
20-Nov-18,53.43,57.39,57.44,52.77,983.12K,-5.87%
21-Nov-18,54.63,53.39,55.86,53.39,734.28K,2.25%
22-Nov-18,54.02,54.64,54.82,53.53,-,-1.12%
23-Nov-18,50.42,54.66,54.82,50.15,1.01M,-6.66%
26-Nov-18,51.63,50.62,52.25,50.1,663.11K,2.40%
27-Nov-18,51.56,51.54,52.38,50.3,764.01K,-0.14%
28-Nov-18,50.29,52.09,52.56,50.06,831.69K,-2.46%
29-Nov-18,51.45,50.31,52.2,49.41,812.72K,2.31%
30-Nov-18,50.93,51.27,51.79,49.65,796.71K,-1.01%
3-Dec-18,52.95,52.45,53.85,52.03,758.01K,3.97%
4-Dec-18,53.25,53.13,54.55,52.43,738.13K,0.57%
5-Dec-18,52.89,52.59,54.44,52.16,624.91K,-0.68%
6-Dec-18,51.49,52.93,53.3,50.08,987.27K,-2.65%
7-Dec-18,52.61,51.76,54.22,50.6,987.72K,2.18%
10-Dec-18,51,52.03,52.81,50.53,733.23K,-3.06%
11-Dec-18,51.65,50.89,52.43,50.7,665.26K,1.27%
12-Dec-18,51.15,51.95,52.88,50.94,730.81K,-0.97%
13-Dec-18,52.58,51.2,53.27,50.35,733.63K,2.80%
14-Dec-18,51.2,52.83,52.95,50.84,526.84K,-2.62%
17-Dec-18,49.88,51.25,51.87,49.01,211.26K,-2.58%
18-Dec-18,46.24,49.16,49.59,45.79,120.10K,-7.30%
19-Dec-18,47.2,45.93,48,45.93,37.16K,2.08%
20-Dec-18,45.88,47.39,47.51,45.67,794.13K,-2.80%
21-Dec-18,45.59,46.25,46.77,45.13,694.00K,-0.63%
24-Dec-18,42.53,45.45,46.24,42.36,415.86K,-6.71%
25-Dec-18,43.16,43,43.25,42.88,-,1.48%
26-Dec-18,46.22,42.85,47,42.52,698.41K,7.09%
27-Dec-18,44.61,46.58,46.7,44.37,665.59K,-3.48%
28-Dec-18,45.33,45.44,46.22,44.42,564.39K,1.61%
31-Dec-18,45.41,45.22,46.53,44.73,476.97K,0.18%
1-Jan-19,45.89,45.77,45.95,45.73,-,1.06%
2-Jan-19,46.54,45.8,47.78,44.35,850.48K,1.42%
3-Jan-19,47.09,46.26,47.49,45.35,788.72K,1.18%
4-Jan-19,47.96,46.9,49.22,46.65,817.28K,1.85%
7-Jan-19,48.52,48.3,49.79,48.11,819.94K,1.17%
8-Jan-19,49.78,48.73,49.95,48.31,765.98K,2.60%
9-Jan-19,52.36,49.8,52.58,49.71,891.92K,5.18%
10-Jan-19,52.59,52.18,52.78,51.37,821.78K,0.44%
11-Jan-19,51.59,52.28,53.31,51.18,812.34K,-1.90%
14-Jan-19,50.51,51.73,52.11,50.38,791.53K,-2.09%
15-Jan-19,52.11,50.78,52.3,50.64,664.18K,3.17%
16-Jan-19,52.31,52,52.52,51.26,694.18K,0.38%
17-Jan-19,52.07,52.3,52.58,50.98,288.56K,-0.46%
18-Jan-19,53.8,52.23,53.92,52.09,193.10K,3.32%
20-Jan-19,53.65,53.97,54.05,53.59,-,-0.28%
21-Jan-19,54.24,53.66,54.48,53.58,-,1.10%
22-Jan-19,52.57,53.73,54.24,51.8,46.03K,-3.08%
23-Jan-19,52.62,52.95,53.64,51.86,702.87K,0.10%
24-Jan-19,53.13,52.45,53.47,52.07,714.42K,0.97%
25-Jan-19,53.69,53.17,53.94,52.91,593.39K,1.05%
28-Jan-19,51.99,53.56,53.64,51.33,650.67K,-3.17%
29-Jan-19,53.31,52.12,53.93,51.84,660.53K,2.54%
30-Jan-19,54.23,53.24,54.93,53.09,731.31K,1.73%
31-Jan-19,53.79,54.28,55.37,53.62,718.65K,-0.81%
1-Feb-19,55.26,54.01,55.66,53.37,689.57K,2.73%
4-Feb-19,54.56,55.32,55.75,53.29,622.47K,-1.27%
5-Feb-19,53.66,54.86,55.21,53.47,609.76K,-1.65%
